account_id,district_id,frequency,date,Account_type,Mod_date,Card_assigned
569,76,POPLATEK MESICNE,961001,Salary account,2020-10-01,Silver
1500,43,POPLATEK MESICNE,961001,Savings account,2020-10-01,Silver
2561,59,POPLATEK MESICNE,960929,NRI account,2020-09-29,Silver
972,46,POPLATEK MESICNE,960929,Salary account,2020-09-29,Silver
698,71,POPLATEK MESICNE,960929,NRI account,2020-09-29,Silver
2294,46,POPLATEK MESICNE,960929,Salary account,2020-09-29,Silver
2373,14,POPLATEK MESICNE,960929,Salary account,2020-09-29,Silver
241,15,POPLATEK MESICNE,960929,NRI account,2020-09-29,Silver
2483,1,POPLATEK MESICNE,960929,Salary account,2020-09-29,Silver
2083,1,POPLATEK MESICNE,960928,NRI account,2020-09-28,Silver
1823,3,POPLATEK MESICNE,960928,Salary account,2020-09-28,Silver
2955,67,POPLATEK MESICNE,960927,Salary account,2020-09-27,Silver
3446,6,POPLATEK PO OBRATU,960927,NRI account,2020-09-27,Gold
3339,1,POPLATEK MESICNE,960927,Salary account,2020-09-27,Silver
1631,10,POPLATEK MESICNE,960927,Savings account,2020-09-27,Silver
2869,68,POPLATEK MESICNE,960927,NRI account,2020-09-27,Silver
3399,63,POPLATEK MESICNE,960926,Savings account,2020-09-26,Silver
1374,53,POPLATEK MESICNE,960926,Salary account,2020-09-26,Silver
1463,32,POPLATEK MESICNE,960925,NRI account,2020-09-25,Silver
3894,52,POPLATEK MESICNE,960925,NRI account,2020-09-25,Silver
2091,1,POPLATEK MESICNE,960925,NRI account,2020-09-25,Silver
1377,1,POPLATEK MESICNE,960925,Salary account,2020-09-25,Silver
9241,74,POPLATEK MESICNE,960925,Savings account,2020-09-25,Silver
1308,54,POPLATEK MESICNE,960925,Savings account,2020-09-25,Silver
1370,52,POPLATEK MESICNE,960925,NRI account,2020-09-25,Silver
770,7,POPLATEK MESICNE,960924,Salary account,2020-09-24,Silver
2332,77,POPLATEK MESICNE,960924,NRI account,2020-09-24,Silver
1100,35,POPLATEK MESICNE,960923,NRI account,2020-09-23,Silver
1484,70,POPLATEK MESICNE,960923,Salary account,2020-09-23,Silver
2801,11,POPLATEK MESICNE,960923,NRI account,2020-09-23,Silver
1113,8,POPLATEK MESICNE,960923,Savings account,2020-09-23,Silver
3967,54,POPLATEK MESICNE,960922,Salary account,2020-09-22,Silver
1173,11,POPLATEK MESICNE,960922,Salary account,2020-09-22,Silver
7632,68,POPLATEK MESICNE,960922,Salary account,2020-09-22,Silver
2339,63,POPLATEK MESICNE,960922,Savings account,2020-09-22,Silver
2640,1,POPLATEK MESICNE,960921,Savings account,2020-09-21,Silver
2921,54,POPLATEK MESICNE,960921,Salary account,2020-09-21,Silver
3431,64,POPLATEK MESICNE,960921,NRI account,2020-09-21,Silver
3179,71,POPLATEK MESICNE,960920,Savings account,2020-09-20,Silver
2906,49,POPLATEK MESICNE,960920,Savings account,2020-09-20,Silver
1538,22,POPLATEK MESICNE,960920,NRI account,2020-09-20,Silver
6083,6,POPLATEK TYDNE,960919,Salary account,2020-09-19,Diamond
1669,39,POPLATEK MESICNE,960919,Savings account,2020-09-19,Silver
8268,59,POPLATEK MESICNE,960919,Savings account,2020-09-19,Silver
1063,68,POPLATEK MESICNE,960919,Salary account,2020-09-19,Silver
1532,54,POPLATEK MESICNE,960919,Savings account,2020-09-19,Silver
1957,33,POPLATEK MESICNE,960918,NRI account,2020-09-18,Silver
3569,1,POPLATEK MESICNE,960918,Savings account,2020-09-18,Silver
10789,75,POPLATEK MESICNE,960918,Savings account,2020-09-18,Silver
831,44,POPLATEK MESICNE,960918,Salary account,2020-09-18,Silver
3191,72,POPLATEK MESICNE,960917,NRI account,2020-09-17,Silver
2076,18,POPLATEK MESICNE,960917,NRI account,2020-09-17,Silver
1002,50,POPLATEK MESICNE,960917,NRI account,2020-09-17,Silver
8381,14,POPLATEK MESICNE,960917,Savings account,2020-09-17,Silver
2275,1,POPLATEK MESICNE,960916,Savings account,2020-09-16,Silver
5305,47,POPLATEK MESICNE,960916,Salary account,2020-09-16,Silver
1329,53,POPLATEK MESICNE,960916,Savings account,2020-09-16,Silver
3098,1,POPLATEK MESICNE,960916,Salary account,2020-09-16,Silver
4349,74,POPLATEK MESICNE,960916,Savings account,2020-09-16,Silver
2990,30,POPLATEK MESICNE,960916,NRI account,2020-09-16,Silver
3800,30,POPLATEK MESICNE,960916,Salary account,2020-09-16,Silver
1556,54,POPLATEK MESICNE,960915,Savings account,2020-09-15,Silver
6075,19,POPLATEK MESICNE,960915,Salary account,2020-09-15,Silver
1066,16,POPLATEK TYDNE,960915,Savings account,2020-09-15,Diamond
3044,72,POPLATEK MESICNE,960914,Salary account,2020-09-14,Silver
3499,51,POPLATEK MESICNE,960914,Salary account,2020-09-14,Silver
1474,63,POPLATEK MESICNE,960914,NRI account,2020-09-14,Silver
2026,64,POPLATEK MESICNE,960914,Savings account,2020-09-14,Silver
164,60,POPLATEK MESICNE,960913,NRI account,2020-09-13,Silver
1799,9,POPLATEK MESICNE,960913,Savings account,2020-09-13,Silver
1600,1,POPLATEK MESICNE,960913,NRI account,2020-09-13,Silver
2164,63,POPLATEK MESICNE,960912,NRI account,2020-09-12,Silver
3508,42,POPLATEK MESICNE,960912,Savings account,2020-09-12,Silver
2156,1,POPLATEK MESICNE,960911,Salary account,2020-09-11,Silver
2349,72,POPLATEK MESICNE,960911,Savings account,2020-09-11,Silver
2614,44,POPLATEK MESICNE,960911,Savings account,2020-09-11,Silver
339,46,POPLATEK TYDNE,960911,Salary account,2020-09-11,Diamond
1067,34,POPLATEK MESICNE,960910,Savings account,2020-09-10,Silver
2629,66,POPLATEK MESICNE,960910,NRI account,2020-09-10,Silver
1774,61,POPLATEK MESICNE,960910,Salary account,2020-09-10,Silver
2045,34,POPLATEK MESICNE,960909,Savings account,2020-09-09,Silver
2058,34,POPLATEK MESICNE,960909,Savings account,2020-09-09,Silver
1190,52,POPLATEK MESICNE,960909,NRI account,2020-09-09,Silver
297,74,POPLATEK MESICNE,960908,Savings account,2020-09-08,Silver
2914,4,POPLATEK MESICNE,960908,Savings account,2020-09-08,Silver
4405,41,POPLATEK MESICNE,960908,Salary account,2020-09-08,Silver
2084,44,POPLATEK MESICNE,960908,Salary account,2020-09-08,Silver
1408,10,POPLATEK MESICNE,960907,Savings account,2020-09-07,Silver
125,2,POPLATEK PO OBRATU,960907,NRI account,2020-09-07,Gold
2655,1,POPLATEK MESICNE,960907,NRI account,2020-09-07,Silver
2314,2,POPLATEK MESICNE,960907,Salary account,2020-09-07,Silver
7082,57,POPLATEK MESICNE,960906,Salary account,2020-09-06,Silver
1910,60,POPLATEK MESICNE,960906,NRI account,2020-09-06,Silver
5362,76,POPLATEK TYDNE,960906,Salary account,2020-09-06,Diamond
920,58,POPLATEK MESICNE,960905,Savings account,2020-09-05,Silver
1525,57,POPLATEK MESICNE,960905,NRI account,2020-09-05,Silver
1997,74,POPLATEK MESICNE,960905,Savings account,2020-09-05,Silver
1679,68,POPLATEK MESICNE,960905,Salary account,2020-09-05,Silver
174,52,POPLATEK MESICNE,960904,NRI account,2020-09-04,Silver
694,67,POPLATEK MESICNE,960904,NRI account,2020-09-04,Silver
2885,1,POPLATEK MESICNE,960904,Savings account,2020-09-04,Silver
2872,1,POPLATEK MESICNE,960904,Savings account,2020-09-04,Silver
3126,17,POPLATEK MESICNE,960903,NRI account,2020-09-03,Silver
1293,40,POPLATEK MESICNE,960903,Salary account,2020-09-03,Silver
406,63,POPLATEK MESICNE,960903,NRI account,2020-09-03,Silver
4456,14,POPLATEK MESICNE,960903,Savings account,2020-09-03,Silver
3418,42,POPLATEK PO OBRATU,960902,Savings account,2020-09-02,Gold
871,1,POPLATEK MESICNE,960902,Savings account,2020-09-02,Silver
2953,1,POPLATEK MESICNE,960902,Savings account,2020-09-02,Silver
1258,3,POPLATEK MESICNE,960901,Savings account,2020-09-01,Silver
812,1,POPLATEK MESICNE,960830,Salary account,2020-08-30,Silver
3774,72,POPLATEK MESICNE,960830,NRI account,2020-08-30,Silver
3272,53,POPLATEK MESICNE,960830,NRI account,2020-08-30,Silver
7990,9,POPLATEK MESICNE,960830,Salary account,2020-08-30,Silver
7262,70,POPLATEK MESICNE,960830,Salary account,2020-08-30,Silver
3504,70,POPLATEK MESICNE,960830,Salary account,2020-08-30,Silver
2347,38,POPLATEK MESICNE,960830,Savings account,2020-08-30,Silver
269,3,POPLATEK MESICNE,960830,Salary account,2020-08-30,Silver
1894,6,POPLATEK MESICNE,960829,Salary account,2020-08-29,Silver
1117,68,POPLATEK MESICNE,960829,Savings account,2020-08-29,Silver
833,31,POPLATEK MESICNE,960829,NRI account,2020-08-29,Silver
3155,28,POPLATEK MESICNE,960829,Salary account,2020-08-29,Silver
242,69,POPLATEK MESICNE,960829,NRI account,2020-08-29,Silver
10,54,POPLATEK MESICNE,960828,NRI account,2020-08-28,Silver
2113,7,POPLATEK MESICNE,960828,NRI account,2020-08-28,Silver
2677,5,POPLATEK MESICNE,960828,Savings account,2020-08-28,Silver
6062,24,POPLATEK MESICNE,960828,Salary account,2020-08-28,Silver
2065,61,POPLATEK MESICNE,960828,Savings account,2020-08-28,Silver
987,15,POPLATEK MESICNE,960827,Savings account,2020-08-27,Silver
2360,26,POPLATEK MESICNE,960827,Salary account,2020-08-27,Silver
399,1,POPLATEK MESICNE,960827,Savings account,2020-08-27,Silver
637,49,POPLATEK MESICNE,960827,NRI account,2020-08-27,Silver
3353,74,POPLATEK MESICNE,960827,Savings account,2020-08-27,Silver
4588,12,POPLATEK MESICNE,960827,Salary account,2020-08-27,Silver
10220,44,POPLATEK MESICNE,960826,NRI account,2020-08-26,Silver
2792,1,POPLATEK MESICNE,960826,NRI account,2020-08-26,Silver
1504,1,POPLATEK MESICNE,960826,NRI account,2020-08-26,Silver
3161,48,POPLATEK MESICNE,960826,Salary account,2020-08-26,Silver
4186,1,POPLATEK MESICNE,960825,Salary account,2020-08-25,Silver
3467,17,POPLATEK MESICNE,960825,Savings account,2020-08-25,Silver
1350,21,POPLATEK TYDNE,960825,NRI account,2020-08-25,Diamond
20,74,POPLATEK MESICNE,960824,Savings account,2020-08-24,Silver
2930,1,POPLATEK MESICNE,960824,NRI account,2020-08-24,Silver
182,47,POPLATEK MESICNE,960824,Salary account,2020-08-24,Silver
1517,5,POPLATEK MESICNE,960824,NRI account,2020-08-24,Silver
617,74,POPLATEK MESICNE,960823,NRI account,2020-08-23,Silver
2746,24,POPLATEK MESICNE,960823,NRI account,2020-08-23,Silver
3427,36,POPLATEK MESICNE,960823,NRI account,2020-08-23,Silver
58,29,POPLATEK MESICNE,960823,NRI account,2020-08-23,Silver
918,60,POPLATEK MESICNE,960823,NRI account,2020-08-23,Silver
324,1,POPLATEK MESICNE,960823,Salary account,2020-08-23,Silver
9826,68,POPLATEK MESICNE,960823,NRI account,2020-08-23,Silver
2094,73,POPLATEK MESICNE,960823,Savings account,2020-08-23,Silver
1593,16,POPLATEK MESICNE,960822,Salary account,2020-08-22,Silver
3004,11,POPLATEK MESICNE,960822,Savings account,2020-08-22,Silver
2034,54,POPLATEK MESICNE,960821,NRI account,2020-08-21,Silver
2622,1,POPLATEK MESICNE,960821,Savings account,2020-08-21,Silver
10562,51,POPLATEK MESICNE,960821,Salary account,2020-08-21,Silver
7099,1,POPLATEK MESICNE,960820,NRI account,2020-08-20,Silver
166,17,POPLATEK MESICNE,960820,Salary account,2020-08-20,Silver
1367,74,POPLATEK MESICNE,960820,Savings account,2020-08-20,Silver
2795,11,POPLATEK MESICNE,960820,Savings account,2020-08-20,Silver
7637,46,POPLATEK MESICNE,960819,NRI account,2020-08-19,Silver
4010,30,POPLATEK MESICNE,960819,Salary account,2020-08-19,Silver
4144,1,POPLATEK MESICNE,960819,Salary account,2020-08-19,Silver
3347,4,POPLATEK MESICNE,960819,Savings account,2020-08-19,Silver
2976,13,POPLATEK MESICNE,960819,Salary account,2020-08-19,Silver
4480,58,POPLATEK MESICNE,960819,Salary account,2020-08-19,Silver
4969,60,POPLATEK TYDNE,960819,NRI account,2020-08-19,Diamond
1274,54,POPLATEK TYDNE,960819,Savings account,2020-08-19,Diamond
3741,65,POPLATEK MESICNE,960818,Salary account,2020-08-18,Silver
3311,8,POPLATEK MESICNE,960818,NRI account,2020-08-18,Silver
656,3,POPLATEK MESICNE,960818,Salary account,2020-08-18,Silver
1667,56,POPLATEK MESICNE,960818,Savings account,2020-08-18,Silver
3789,6,POPLATEK MESICNE,960818,Savings account,2020-08-18,Silver
8038,47,POPLATEK MESICNE,960817,NRI account,2020-08-17,Silver
967,15,POPLATEK MESICNE,960817,Salary account,2020-08-17,Silver
382,14,POPLATEK MESICNE,960816,Savings account,2020-08-16,Silver
42,39,POPLATEK MESICNE,960816,NRI account,2020-08-16,Silver
945,18,POPLATEK MESICNE,960816,NRI account,2020-08-16,Silver
2764,53,POPLATEK MESICNE,960815,Salary account,2020-08-15,Silver
2973,23,POPLATEK MESICNE,960815,Salary account,2020-08-15,Silver
2209,65,POPLATEK MESICNE,960815,Salary account,2020-08-15,Silver
2013,54,POPLATEK MESICNE,960815,Savings account,2020-08-15,Silver
1935,38,POPLATEK MESICNE,960815,NRI account,2020-08-15,Silver
447,5,POPLATEK MESICNE,960814,Savings account,2020-08-14,Silver
3549,27,POPLATEK MESICNE,960814,NRI account,2020-08-14,Silver
1563,47,POPLATEK MESICNE,960814,Salary account,2020-08-14,Silver
753,31,POPLATEK MESICNE,960814,Savings account,2020-08-14,Silver
779,16,POPLATEK MESICNE,960813,Savings account,2020-08-13,Silver
916,1,POPLATEK MESICNE,960813,NRI account,2020-08-13,Silver
271,1,POPLATEK MESICNE,960813,NRI account,2020-08-13,Silver
2439,74,POPLATEK MESICNE,960813,Salary account,2020-08-13,Silver
2210,31,POPLATEK MESICNE,960813,Savings account,2020-08-13,Silver
1885,47,POPLATEK MESICNE,960813,Salary account,2020-08-13,Silver
176,71,POPLATEK TYDNE,960812,Salary account,2020-08-12,Diamond
3066,74,POPLATEK MESICNE,960812,NRI account,2020-08-12,Silver
911,60,POPLATEK MESICNE,960812,Salary account,2020-08-12,Silver
2149,7,POPLATEK MESICNE,960811,Salary account,2020-08-11,Silver
416,6,POPLATEK MESICNE,960811,Salary account,2020-08-11,Silver
1501,50,POPLATEK MESICNE,960811,NRI account,2020-08-11,Silver
2114,30,POPLATEK MESICNE,960811,Savings account,2020-08-11,Silver
3749,68,POPLATEK MESICNE,960810,Salary account,2020-08-10,Silver
1223,70,POPLATEK MESICNE,960810,NRI account,2020-08-10,Silver
613,74,POPLATEK PO OBRATU,960810,Salary account,2020-08-10,Gold
2947,57,POPLATEK MESICNE,960809,NRI account,2020-08-09,Silver
2086,70,POPLATEK TYDNE,960809,Salary account,2020-08-09,Diamond
3020,3,POPLATEK MESICNE,960809,Salary account,2020-08-09,Silver
1211,49,POPLATEK MESICNE,960809,Salary account,2020-08-09,Silver
2724,11,POPLATEK MESICNE,960809,Savings account,2020-08-09,Silver
963,7,POPLATEK MESICNE,960809,Salary account,2020-08-09,Silver
4442,54,POPLATEK MESICNE,960808,NRI account,2020-08-08,Silver
1325,26,POPLATEK MESICNE,960808,Savings account,2020-08-08,Silver
715,32,POPLATEK MESICNE,960808,Savings account,2020-08-08,Silver
9491,7,POPLATEK TYDNE,960808,Salary account,2020-08-08,Diamond
2917,68,POPLATEK MESICNE,960808,NRI account,2020-08-08,Silver
503,1,POPLATEK MESICNE,960808,NRI account,2020-08-08,Silver
2794,74,POPLATEK MESICNE,960808,Savings account,2020-08-08,Silver
2191,1,POPLATEK MESICNE,960808,NRI account,2020-08-08,Silver
3614,19,POPLATEK MESICNE,960807,NRI account,2020-08-07,Silver
2066,25,POPLATEK MESICNE,960807,Salary account,2020-08-07,Silver
2117,48,POPLATEK MESICNE,960807,NRI account,2020-08-07,Silver
436,30,POPLATEK MESICNE,960807,NRI account,2020-08-07,Silver
2329,1,POPLATEK MESICNE,960807,Salary account,2020-08-07,Silver
2134,52,POPLATEK MESICNE,960806,Savings account,2020-08-06,Silver
1738,15,POPLATEK MESICNE,960806,Savings account,2020-08-06,Silver
1576,35,POPLATEK TYDNE,960806,Salary account,2020-08-06,Diamond
1267,43,POPLATEK MESICNE,960805,Salary account,2020-08-05,Silver
2102,41,POPLATEK MESICNE,960805,NRI account,2020-08-05,Silver
1654,30,POPLATEK MESICNE,960805,Savings account,2020-08-05,Silver
2383,68,POPLATEK MESICNE,960805,NRI account,2020-08-05,Silver
2350,18,POPLATEK MESICNE,960804,NRI account,2020-08-04,Silver
4438,48,POPLATEK MESICNE,960804,Salary account,2020-08-04,Silver
2004,42,POPLATEK MESICNE,960804,Savings account,2020-08-04,Silver
2101,9,POPLATEK MESICNE,960804,Savings account,2020-08-04,Silver
3397,49,POPLATEK MESICNE,960804,NRI account,2020-08-04,Silver
3040,17,POPLATEK MESICNE,960803,NRI account,2020-08-03,Silver
4071,64,POPLATEK MESICNE,960803,NRI account,2020-08-03,Silver
2278,1,POPLATEK MESICNE,960803,Savings account,2020-08-03,Silver
371,12,POPLATEK MESICNE,960802,Salary account,2020-08-02,Silver
9159,64,POPLATEK MESICNE,960802,Savings account,2020-08-02,Silver
1906,1,POPLATEK MESICNE,960801,Savings account,2020-08-01,Silver
194,44,POPLATEK MESICNE,960801,NRI account,2020-08-01,Silver
3359,8,POPLATEK MESICNE,960730,Salary account,2020-07-30,Silver
9646,1,POPLATEK TYDNE,960730,NRI account,2020-07-30,Diamond
10954,25,POPLATEK MESICNE,960729,NRI account,2020-07-29,Silver
1571,66,POPLATEK MESICNE,960729,Salary account,2020-07-29,Silver
1160,39,POPLATEK TYDNE,960729,NRI account,2020-07-29,Diamond
1985,20,POPLATEK MESICNE,960729,Salary account,2020-07-29,Silver
4389,77,POPLATEK MESICNE,960728,NRI account,2020-07-28,Silver
3192,18,POPLATEK MESICNE,960728,Salary account,2020-07-28,Silver
836,46,POPLATEK MESICNE,960728,Salary account,2020-07-28,Silver
3880,3,POPLATEK MESICNE,960728,NRI account,2020-07-28,Silver
7424,68,POPLATEK MESICNE,960728,Salary account,2020-07-28,Silver
1187,55,POPLATEK MESICNE,960728,Savings account,2020-07-28,Silver
25,68,POPLATEK MESICNE,960728,NRI account,2020-07-28,Silver
3491,51,POPLATEK MESICNE,960727,NRI account,2020-07-27,Silver
6453,34,POPLATEK MESICNE,960727,Savings account,2020-07-27,Silver
7907,70,POPLATEK MESICNE,960727,Savings account,2020-07-27,Silver
2291,49,POPLATEK MESICNE,960727,NRI account,2020-07-27,Silver
1900,27,POPLATEK MESICNE,960727,Savings account,2020-07-27,Silver
3443,45,POPLATEK MESICNE,960726,NRI account,2020-07-26,Silver
11027,32,POPLATEK TYDNE,960726,Savings account,2020-07-26,Diamond
303,71,POPLATEK MESICNE,960725,Savings account,2020-07-25,Silver
3932,74,POPLATEK MESICNE,960725,NRI account,2020-07-25,Silver
2717,74,POPLATEK MESICNE,960725,Salary account,2020-07-25,Silver
2983,42,POPLATEK MESICNE,960725,Savings account,2020-07-25,Silver
1490,5,POPLATEK MESICNE,960725,NRI account,2020-07-25,Silver
4320,61,POPLATEK MESICNE,960723,Savings account,2020-07-23,Silver
6495,6,POPLATEK MESICNE,960723,Savings account,2020-07-23,Silver
3511,70,POPLATEK MESICNE,960723,NRI account,2020-07-23,Silver
378,68,POPLATEK MESICNE,960722,NRI account,2020-07-22,Silver
1188,16,POPLATEK MESICNE,960722,NRI account,2020-07-22,Silver
2652,1,POPLATEK MESICNE,960722,Savings account,2020-07-22,Silver
3526,1,POPLATEK MESICNE,960722,Salary account,2020-07-22,Silver
113,55,POPLATEK MESICNE,960722,Savings account,2020-07-22,Silver
3733,33,POPLATEK MESICNE,960722,Salary account,2020-07-22,Silver
683,74,POPLATEK MESICNE,960722,NRI account,2020-07-22,Silver
3494,60,POPLATEK MESICNE,960722,NRI account,2020-07-22,Silver
3518,9,POPLATEK MESICNE,960722,NRI account,2020-07-22,Silver
7674,1,POPLATEK MESICNE,960721,Salary account,2020-07-21,Silver
11123,39,POPLATEK MESICNE,960721,Salary account,2020-07-21,Silver
1765,18,POPLATEK MESICNE,960721,Salary account,2020-07-21,Silver
847,2,POPLATEK MESICNE,960721,Salary account,2020-07-21,Silver
4618,3,POPLATEK MESICNE,960721,Salary account,2020-07-21,Silver
3543,74,POPLATEK MESICNE,960721,Savings account,2020-07-21,Silver
1471,1,POPLATEK MESICNE,960721,Salary account,2020-07-21,Silver
3472,55,POPLATEK MESICNE,960721,NRI account,2020-07-21,Silver
2407,1,POPLATEK MESICNE,960721,NRI account,2020-07-21,Silver
1893,48,POPLATEK MESICNE,960720,Salary account,2020-07-20,Silver
2882,44,POPLATEK MESICNE,960720,Salary account,2020-07-20,Silver
5250,8,POPLATEK TYDNE,960720,NRI account,2020-07-20,Diamond
2266,50,POPLATEK MESICNE,960719,Savings account,2020-07-19,Silver
137,70,POPLATEK MESICNE,960719,NRI account,2020-07-19,Silver
3562,50,POPLATEK MESICNE,960719,Savings account,2020-07-19,Silver
9138,26,POPLATEK MESICNE,960718,NRI account,2020-07-18,Silver
5837,5,POPLATEK MESICNE,960718,Salary account,2020-07-18,Silver
971,12,POPLATEK MESICNE,960718,Savings account,2020-07-18,Silver
81,74,POPLATEK MESICNE,960718,Salary account,2020-07-18,Silver
4537,53,POPLATEK TYDNE,960718,NRI account,2020-07-18,Diamond
4086,66,POPLATEK MESICNE,960717,Salary account,2020-07-17,Silver
6461,50,POPLATEK MESICNE,960717,Savings account,2020-07-17,Silver
110,36,POPLATEK MESICNE,960717,Salary account,2020-07-17,Silver
526,67,POPLATEK MESICNE,960716,Savings account,2020-07-16,Silver
571,72,POPLATEK MESICNE,960716,Savings account,2020-07-16,Silver
3946,70,POPLATEK MESICNE,960716,NRI account,2020-07-16,Silver
2573,4,POPLATEK MESICNE,960716,Salary account,2020-07-16,Silver
593,48,POPLATEK MESICNE,960716,Savings account,2020-07-16,Silver
869,16,POPLATEK MESICNE,960715,NRI account,2020-07-15,Silver
2359,54,POPLATEK MESICNE,960714,NRI account,2020-07-14,Silver
3726,54,POPLATEK MESICNE,960714,Savings account,2020-07-14,Silver
584,31,POPLATEK MESICNE,960714,NRI account,2020-07-14,Silver
392,1,POPLATEK MESICNE,960714,NRI account,2020-07-14,Silver
3426,9,POPLATEK TYDNE,960713,Savings account,2020-07-13,Diamond
3204,61,POPLATEK MESICNE,960713,Salary account,2020-07-13,Silver
2887,76,POPLATEK MESICNE,960713,Salary account,2020-07-13,Silver
2468,4,POPLATEK MESICNE,960713,Savings account,2020-07-13,Silver
3350,74,POPLATEK MESICNE,960713,Savings account,2020-07-13,Silver
858,52,POPLATEK MESICNE,960713,Savings account,2020-07-13,Silver
2821,54,POPLATEK MESICNE,960712,Savings account,2020-07-12,Silver
2112,44,POPLATEK MESICNE,960712,NRI account,2020-07-12,Silver
2506,22,POPLATEK PO OBRATU,960712,NRI account,2020-07-12,Gold
1078,1,POPLATEK MESICNE,960712,NRI account,2020-07-12,Silver
1895,35,POPLATEK MESICNE,960712,Salary account,2020-07-12,Silver
2961,9,POPLATEK MESICNE,960712,Savings account,2020-07-12,Silver
690,10,POPLATEK MESICNE,960711,Salary account,2020-07-11,Silver
2945,6,POPLATEK MESICNE,960711,Savings account,2020-07-11,Silver
573,1,POPLATEK TYDNE,960711,NRI account,2020-07-11,Diamond
2131,70,POPLATEK MESICNE,960711,Salary account,2020-07-11,Silver
2147,28,POPLATEK MESICNE,960710,Salary account,2020-07-10,Silver
984,2,POPLATEK MESICNE,960710,Salary account,2020-07-10,Silver
3848,20,POPLATEK MESICNE,960710,Salary account,2020-07-10,Silver
2825,54,POPLATEK MESICNE,960710,NRI account,2020-07-10,Silver
5602,19,POPLATEK PO OBRATU,960710,Salary account,2020-07-10,Gold
1094,35,POPLATEK MESICNE,960710,NRI account,2020-07-10,Silver
413,18,POPLATEK MESICNE,960709,NRI account,2020-07-09,Silver
3334,67,POPLATEK MESICNE,960709,NRI account,2020-07-09,Silver
2625,48,POPLATEK TYDNE,960709,Salary account,2020-07-09,Diamond
7733,19,POPLATEK TYDNE,960708,NRI account,2020-07-08,Diamond
1758,21,POPLATEK MESICNE,960708,NRI account,2020-07-08,Silver
9859,27,POPLATEK MESICNE,960708,Salary account,2020-07-08,Silver
10711,36,POPLATEK MESICNE,960708,Savings account,2020-07-08,Silver
725,70,POPLATEK MESICNE,960708,Salary account,2020-07-08,Silver
1739,3,POPLATEK MESICNE,960708,Savings account,2020-07-08,Silver
10202,70,POPLATEK MESICNE,960708,Salary account,2020-07-08,Silver
506,67,POPLATEK MESICNE,960708,NRI account,2020-07-08,Silver
955,59,POPLATEK MESICNE,960708,Salary account,2020-07-08,Silver
932,20,POPLATEK MESICNE,960708,Salary account,2020-07-08,Silver
1289,72,POPLATEK MESICNE,960707,NRI account,2020-07-07,Silver
2445,52,POPLATEK MESICNE,960707,NRI account,2020-07-07,Silver
2737,69,POPLATEK MESICNE,960706,Salary account,2020-07-06,Silver
7101,54,POPLATEK MESICNE,960706,NRI account,2020-07-06,Silver
313,73,POPLATEK MESICNE,960706,Salary account,2020-07-06,Silver
2593,5,POPLATEK MESICNE,960706,Savings account,2020-07-06,Silver
1232,48,POPLATEK MESICNE,960706,Salary account,2020-07-06,Silver
2108,74,POPLATEK MESICNE,960706,Salary account,2020-07-06,Silver
3694,70,POPLATEK MESICNE,960706,Savings account,2020-07-06,Silver
1903,11,POPLATEK MESICNE,960705,NRI account,2020-07-05,Silver
3153,2,POPLATEK MESICNE,960705,Savings account,2020-07-05,Silver
265,19,POPLATEK MESICNE,960705,NRI account,2020-07-05,Silver
2812,18,POPLATEK MESICNE,960705,Salary account,2020-07-05,Silver
1609,41,POPLATEK MESICNE,960705,NRI account,2020-07-05,Silver
2526,16,POPLATEK MESICNE,960704,NRI account,2020-07-04,Silver
2604,68,POPLATEK MESICNE,960704,NRI account,2020-07-04,Silver
5269,49,POPLATEK MESICNE,960704,Savings account,2020-07-04,Silver
3563,1,POPLATEK MESICNE,960704,NRI account,2020-07-04,Silver
3550,68,POPLATEK MESICNE,960704,Salary account,2020-07-04,Silver
7033,75,POPLATEK MESICNE,960703,Salary account,2020-07-03,Silver
88,31,POPLATEK MESICNE,960703,Savings account,2020-07-03,Silver
1480,41,POPLATEK TYDNE,960703,Savings account,2020-07-03,Diamond
3089,12,POPLATEK TYDNE,960702,Savings account,2020-07-02,Diamond
7181,77,POPLATEK PO OBRATU,960702,NRI account,2020-07-02,Gold
1241,53,POPLATEK MESICNE,960702,Savings account,2020-07-02,Silver
1004,70,POPLATEK MESICNE,960702,Salary account,2020-07-02,Silver
2344,13,POPLATEK MESICNE,960702,NRI account,2020-07-02,Silver
2530,74,POPLATEK MESICNE,960702,Savings account,2020-07-02,Silver
170,59,POPLATEK MESICNE,960702,Savings account,2020-07-02,Silver
2319,58,POPLATEK MESICNE,960702,Savings account,2020-07-02,Silver
3864,33,POPLATEK MESICNE,960701,Savings account,2020-07-01,Silver
1266,57,POPLATEK MESICNE,960701,NRI account,2020-07-01,Silver
878,52,POPLATEK MESICNE,960629,Savings account,2020-06-29,Silver
1007,1,POPLATEK MESICNE,960628,Salary account,2020-06-28,Silver
4379,44,POPLATEK MESICNE,960628,NRI account,2020-06-28,Silver
2950,62,POPLATEK MESICNE,960628,Savings account,2020-06-28,Silver
3793,5,POPLATEK MESICNE,960628,Salary account,2020-06-28,Silver
3588,33,POPLATEK MESICNE,960628,NRI account,2020-06-28,Silver
3573,59,POPLATEK MESICNE,960627,Salary account,2020-06-27,Silver
3149,57,POPLATEK MESICNE,960627,Savings account,2020-06-27,Silver
1275,32,POPLATEK MESICNE,960626,NRI account,2020-06-26,Silver
